english,santhali_devanagari,source,verified
arrear statement,बाकीया बिबरोन,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
arrival report,हिजूः रिपोट,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
arrogance,हाहाड़ा,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
arsenal,हातयार ओड़ाः,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
article,ओनोल,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
articles of association,गाँवता रे नाः ओनोल,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
articles,1. नियमावली 2. आ़नआ़री,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
ascending order,राकापते,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
ascertain,1. बेगोर ठांवका ़ 2. बेठावका ़,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
as is where is,जाहाँलेका,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
aspect,एतोहोप ् पाहटा,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
aspersion,लांछना,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
assassination,1. गोयच ् 2. दांड़े,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
assault,हामला,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
assemble,जावरा,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
assembly,जावरा ओड़ाः,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
assent,हें सारी,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
assert,केटे च ् ते रोड़,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
assessee,ठावकावाः,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
assessment,ठावकावाकान,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
assessment year,ठावका बोछोर,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
assessor,खाजना ठावकायिच ्,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
assets,धोन,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
assignee,सोंपावहोचोयिच ्,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
assignment,सोंपाव,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
assignor,सोंपाविच ्,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
assistance,गोड़ोयिच ्,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
associate,गोड़ो,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
association,गाँवता,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
assumption of charge,कामीभार हाताव,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
assurance,वीमा कंपनी,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
assurance company,वीमा कंपनी,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
assure,आँसएम,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
at discount,छाड़,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
atomic power,लेमेंञ दाड़े,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
at par,समान गोनोङ रे,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
at premium,प्रमीयम रे,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
attach,साँवते,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
attached office,गोड़ो ओफिस,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
attachment,1. गोड़ो आकान 2. लाठा आकान,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
attachment order,1. कुरकी 2. जोबोत ्,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
attainment,ञाम,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
attempt,बिडाव़,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
attendance,हाजरी,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
attendance register,हाजरी बुही,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
attendance slip,हाजरी सिलिप,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
attention,1. धेयमान 2. हुसयार,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
attestation,एटे स्टेसन,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
attested copy,पोरमानकोपी,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
attitude,सोभाव,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
attractive salary,लोभावान दोरमाहा,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
auction,लिलाम,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
auctioneer,लिलमिया ़,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
auction sale,लिलाम आ़खरिञ,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
audience,आजोमको,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
audio-visual display,ञेलेलोम-ओजोम-उदू,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
audio-visual publicity,ञेलेलोम-आजोम- पासनाव,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
audit,लेखा तोल,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
audited accounts,लेखायिच ् - बिडाविया ़,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
audited balance sheet,लेखानाः- सारे च ्-सिट,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
auditing,लेखा बिड़ाव,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
audit objection,लेखा आपोत्ति,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
auditor’s report,लेखायिजा रिपोर्ट,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
auditorium,ञेलेलोम ओड़ा,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
audit paragraph,लेखा पेराग्राफ,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
audit report,लेखा रिपोर्ट,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
austerity,बाड़ती समय,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
